body_length_chars,body_length_words,subject_length_chars,subject_length_words,exclamation_count,question_mark_count,special_char_count,capital_ratio,num_urls,has_ip_url,has_html,has_form
2472,363,22,3,2,3,279,0.045691382765531065,2,0,0,0
2346,399,26,4,0,2,143,0.029919932574799833,0,0,0,0
2196,265,47,8,9,4,363,0.13146167557932265,4,0,0,0
17233,2982,16,3,26,8,938,0.042202898550724635,0,0,0,0
1077,109,19,4,0,1,164,0.12123974475843209,3,0,0,0
1146,153,43,6,2,1,110,0.06470588235294118,3,0,0,0
3667,466,41,8,5,25,314,0.059854408196279324,2,0,0,0
1015,155,43,6,0,0,33,0.11898016997167139,0,0,0,0
732,114,42,8,2,0,17,0.08387096774193549,0,0,0,0
194,34,9,2,1,0,8,0.27450980392156865,0,0,0,0
3492,448,41,7,0,0,348,0.055461233729485006,9,0,0,0
589,81,20,3,0,0,46,0.06393442622950819,1,0,1,0
307,55,62,12,2,0,23,0.04864864864864865,0,0,0,0
16368,2352,34,8,69,1,1663,0.10315186246418338,0,0,0,0
1206,157,43,7,4,2,157,0.0624,2,1,1,0
2877,366,29,6,8,2,577,0.13209494324045407,2,0,1,0
3156,441,105,14,0,1,314,0.039546290619251995,1,0,1,0
4975,765,65,11,3,3,435,0.06625669510017854,3,0,0,0
815,119,42,7,5,1,50,0.2365967365967366,4,0,0,0
758,120,23,5,0,3,98,0.03324808184143223,1,0,0,0
1846,290,32,5,0,0,36,0.08940926024481106,0,0,0,0
173,26,41,6,1,0,3,0.06511627906976744,0,0,0,0
6726,765,43,8,0,1,886,0.14209748892171345,3,0,0,0
2113,368,65,10,0,1,244,0.03212482790270767,3,0,0,0
5461,94,25,7,0,1,67,0.5033716056132678,0,0,0,0
181,23,33,5,0,0,13,0.037209302325581395,1,0,0,0
29,3,25,7,1,0,1,0.14545454545454545,0,0,0,0
22580,2699,26,4,6,11,2683,0.056663865174503475,79,0,0,0
856,119,17,3,0,0,107,0.04004576659038902,1,0,0,0
930,175,31,7,2,1,22,0.08004158004158005,0,0,0,0
1285,236,29,3,1,0,71,0.014448669201520912,0,0,0,0
4086,69,44,1,0,4,133,0.39603001694504963,0,0,0,0
552,78,20,3,0,0,41,0.06282722513089005,1,0,0,0
1355,221,31,6,0,2,132,0.05695746214852199,2,0,0,0
1229,181,27,4,3,1,61,0.08194112967382657,2,0,0,0
732,100,50,5,0,0,20,0.13154533844189017,0,0,0,0
181,21,18,4,0,0,23,0.065,1,0,0,0
1064,159,16,2,3,0,46,0.06753006475485661,3,0,0,0
803,81,31,5,2,1,206,0.06227544910179641,4,0,0,0
271,48,49,9,0,0,27,0.04672897196261682,0,0,0,0
1067,164,22,3,2,0,19,0.13761467889908258,0,0,0,0
460,78,75,12,1,0,31,0.04664179104477612,0,0,0,0
2576,457,28,5,0,4,171,0.021880998080614205,0,0,0,0
1837,275,114,7,12,0,249,0.08401639344262295,2,0,0,0
1232,204,53,8,0,3,67,0.034992223950233284,2,0,0,0
3935,504,45,6,0,0,570,0.07711630243657372,8,0,0,0
700,96,46,7,2,0,71,0.041499330655957165,4,0,0,0
2609,425,29,5,0,0,68,0.06290261462675256,0,0,0,0
1057,147,59,6,0,1,149,0.018800358102059087,2,0,0,0
527,47,65,10,1,1,76,0.05564924114671164,5,0,0,0
1221,172,32,6,1,0,211,0.027910685805422646,2,0,0,0
2,0,42,6,1,0,1,0.08888888888888889,0,0,0,0
3483,354,20,3,3,1,350,0.03795662100456621,0,0,0,0
513,80,43,8,0,0,31,0.1059245960502693,0,0,0,0
1296,190,61,8,0,1,148,0.03166421207658321,3,0,0,0
2656,352,27,8,7,0,630,0.06408345752608048,4,0,0,0
1602,226,33,7,8,2,195,0.07640586797066015,7,1,0,0
1034,157,11,2,0,2,123,0.0372848948374761,2,0,0,0
768,109,37,7,0,1,141,0.05086848635235732,2,0,1,0
3395,605,25,5,0,1,105,0.03273896521484946,0,0,0,0
1354,188,50,6,1,13,190,0.016370106761565837,2,0,0,0
255,37,44,5,0,0,12,0.023333333333333334,0,0,0,0
383,45,32,6,1,0,47,0.06490384615384616,3,0,0,0
449,77,28,7,0,0,42,0.03556485355648536,1,0,0,0
1152,191,53,10,0,1,40,0.015754560530679935,0,0,0,0
970,186,26,4,0,2,75,0.048144433299899696,1,0,0,0
466,60,18,2,1,2,97,0.04742268041237113,2,0,0,0
521,94,30,4,0,0,14,0.041666666666666664,0,0,0,0
4043,633,37,5,22,0,177,0.0646900269541779,0,0,0,0
1477,232,21,3,2,0,106,0.03802535023348899,3,0,0,0
186,30,20,3,0,0,4,0.09178743961352658,0,0,0,0
28723,1699,62,13,4,123,2975,0.04182588758424234,121,0,0,0
921,157,26,5,0,1,63,0.06540084388185655,0,0,0,0
2545,458,38,5,4,1,408,0.05417956656346749,3,0,0,0
1500,247,64,8,11,0,143,0.10862619808306709,0,0,1,0
1150,175,22,4,0,4,91,0.12617220801364024,2,0,0,0
4274,739,59,10,0,5,637,0.03622519612367328,5,0,0,0
384,62,21,3,0,0,12,0.046798029556650245,0,0,0,0
1800,212,13,2,8,1,306,0.05567805953693495,5,0,0,0
680,40,14,3,0,1,123,0.027338129496402876,7,0,0,0
980,117,22,4,3,0,171,0.047856430707876374,3,0,0,0
1383,163,27,4,0,3,286,0.03472714386959603,3,0,0,0
988,168,25,4,0,1,40,0.015779092702169626,1,0,0,0
2384,348,13,3,0,0,77,0.039616346955796494,2,0,0,0
1935,368,14,3,0,0,76,0.021538461538461538,0,0,0,0
4131,723,10,2,1,9,209,0.0350072428778368,1,0,0,0
1611,243,47,9,17,0,130,0.06630500301386377,0,0,1,0
837,95,31,5,2,1,178,0.05753739930955121,3,0,0,0
1360,204,40,6,0,0,144,0.03283369022127052,2,0,0,0
752,109,34,6,0,0,102,0.025412960609911054,2,0,0,0
3570,656,41,8,4,0,165,0.08388704318936877,0,0,1,0
6095,1024,32,3,3,3,293,0.023661879895561358,2,0,0,0
10866,1699,66,10,0,1,335,0.02698252995518156,2,0,0,0
1565,230,17,3,4,0,99,0.05369551484523057,1,0,0,0
1888,196,13,3,0,2,274,0.08832807570977919,2,0,1,0
439,48,40,7,5,0,128,0.04791666666666667,1,0,0,0
849,124,64,7,0,1,84,0.0175054704595186,3,0,0,0
1062,166,17,2,0,3,70,0.03981481481481482,2,0,0,0
2853,456,27,3,0,0,76,0.032974661575841724,0,0,0,0
99,10,60,1,0,4,16,0.09375,0,0,0,0
393,60,13,3,0,1,33,0.15724815724815724,0,0,0,0
919,60,41,6,0,1,269,0.047866805411030174,3,0,0,0
1334,176,105,14,0,0,192,0.05138888888888889,0,0,0,0
2908,550,52,8,0,3,289,0.037825059101654845,2,0,1,0
25011,3029,37,4,2,0,1694,0.12012455587049384,1,0,0,0
1124,214,52,9,4,2,158,0.10025488530161428,0,0,0,0
174,16,33,4,0,0,23,0.04326923076923077,1,0,0,0
1622,268,39,7,0,0,138,0.027677496991576414,2,0,0,0
3576,566,31,5,0,2,92,0.03741685144124168,0,0,0,0
1214,156,25,5,0,3,179,0.11774193548387096,2,0,0,0
632,113,52,8,0,1,40,0.03795620437956204,0,0,0,0
1182,205,22,4,0,1,60,0.023236514522821577,1,0,0,0
2456,319,9,1,2,2,135,0.041768045417680456,4,0,0,0
924,148,21,3,1,0,37,0.049682875264270614,0,0,0,0
1035,168,77,9,1,1,103,0.030548068283917342,3,0,0,0
1821,271,49,9,2,1,204,0.046499198289684664,3,0,0,0
350,46,21,4,0,1,75,0.024193548387096774,1,0,0,0
929,144,29,5,0,2,166,0.028154327424400417,0,0,0,0
1156,158,17,3,0,0,39,0.11243611584327087,0,0,0,0
2156,260,38,8,9,3,281,0.110250569476082,9,0,0,0
426,65,26,3,0,0,11,0.0728476821192053,0,0,0,0
938,119,30,5,1,1,180,0.026831785345717233,4,0,0,0
339,55,21,5,0,0,23,0.019390581717451522,1,0,0,0
1615,241,24,6,0,0,131,0.018902439024390243,3,0,0,0
2711,370,84,12,2,7,550,0.05293276108726753,5,0,0,0
1596,248,39,4,0,2,83,0.044009779951100246,0,0,0,0
722,134,45,6,0,0,40,0.01171875,0,0,0,0
1336,195,31,4,1,0,62,0.03874269005847953,0,0,0,0
1418,257,15,3,0,3,93,0.03207810320781032,1,0,0,0
1451,224,25,4,0,0,34,0.07853757616790792,0,0,0,0
502,76,23,4,0,0,10,0.10076045627376426,0,0,0,0
763,148,42,7,0,3,71,0.04714640198511166,0,0,0,0
832,104,27,5,0,2,59,0.03604651162790698,2,1,0,0
569,100,17,4,0,1,12,0.030664395229982964,0,0,0,0
3381,430,58,9,0,5,689,0.03837209302325582,9,0,0,0
2756,476,62,7,9,0,200,0.061014544164597374,0,0,1,0
877,131,35,4,0,0,117,0.07447973713033954,1,0,0,0
1035,120,39,4,3,2,266,0.05581395348837209,3,0,0,0
2576,457,28,5,0,4,171,0.021880998080614205,0,0,0,0
874,144,61,9,0,1,48,0.03418803418803419,1,0,0,0
608,74,41,4,0,0,142,0.023076923076923078,2,0,0,0
2437,308,21,2,2,1,262,0.01667344448962993,0,0,1,0
398,62,70,7,0,4,28,0.11727078891257996,0,0,0,0
255,28,21,4,1,2,71,0.036101083032490974,1,0,0,0
1892,350,55,10,0,1,121,0.050308008213552365,1,0,0,0
1135,166,39,7,6,0,68,0.12,1,0,0,0
701,109,34,6,0,0,31,0.0625,2,0,0,0
1904,343,23,5,2,0,114,0.040975103734439834,1,0,0,0
2050,318,70,12,5,1,139,0.04856199905704856,4,0,0,0
1119,175,10,2,1,0,50,0.02920353982300885,1,0,0,0
933,102,37,6,1,0,158,0.04016477857878476,2,0,0,0
1562,268,50,8,0,4,118,0.044637321760694355,1,0,0,0
1097,192,28,5,0,1,81,0.06838365896980461,1,0,0,0
972,123,28,3,0,1,38,0.05194805194805195,1,0,0,0
841,96,165,26,0,1,98,0.07745779543197617,0,0,0,0
1661,241,48,5,0,0,108,0.06257309941520468,0,0,0,0
2563,288,43,5,0,0,113,0.0744150364403529,0,0,0,0
1896,218,40,5,0,1,360,0.04439855446566856,2,0,0,0
1189,173,59,8,2,0,211,0.051240992794235385,2,0,0,0
239,42,23,5,0,0,22,0.04182509505703422,0,0,0,0
569,94,34,7,0,0,58,0.06291390728476821,2,0,0,0
1047,180,31,6,4,0,34,0.03151065801668211,0,0,0,0
1369,176,50,8,1,0,116,0.12323943661971831,1,0,0,0
3191,473,24,4,1,1,325,0.061567164179104475,3,0,1,0
903,122,54,9,7,0,117,0.054279749478079335,3,0,0,0
1539,215,24,4,0,0,240,0.11317135549872123,3,0,0,0
603,101,38,5,0,0,57,0.048286604361370715,1,0,0,0
456,63,18,2,0,0,7,0.02526315789473684,0,0,0,0
872,139,38,7,0,2,119,0.030735455543358946,2,0,0,0
1224,17,10,2,0,0,12,0.39433198380566803,0,0,0,0
1059,157,29,4,6,0,32,0.049586776859504134,0,0,0,0
799,135,19,3,0,0,28,0.03907203907203907,0,0,0,0
835,102,62,7,0,0,50,0.04899777282850779,0,0,0,0
1857,348,13,2,0,2,80,0.01977552111170497,1,0,0,0
276,40,57,5,0,0,14,0.059880239520958084,0,0,0,0
657,102,26,3,0,0,97,0.038011695906432746,2,0,0,0
303,29,63,10,0,0,48,0.06267029972752043,2,0,0,0
387,59,26,4,0,3,88,0.036231884057971016,1,0,0,0
743,117,45,7,0,0,47,0.06463878326996197,0,0,0,0
4782,600,60,9,5,4,304,0.060086723105513114,10,0,0,0
1023,143,37,3,0,0,201,0.019792648444863337,2,0,1,0
550,86,38,5,1,0,21,0.07470288624787776,0,0,0,0
1113,163,45,8,2,0,181,0.025884383088869714,2,0,0,0
479,57,38,5,0,0,66,0.13127413127413126,0,0,1,0
761,104,50,7,1,0,111,0.05172413793103448,1,0,0,0
249,38,31,5,0,0,20,0.0711743772241993,1,0,0,0
451,80,56,6,0,1,33,0.06496062992125984,0,0,1,0
763,100,32,5,0,0,32,0.05402010050251256,2,0,0,0
8101,1016,36,5,2,3,187,0.02592774637503072,0,0,0,0
594,68,34,5,0,3,136,0.025437201907790145,2,0,0,0
374,51,34,5,0,0,17,0.022004889975550123,0,0,0,0
1873,260,24,4,0,2,242,0.0874604847207587,3,0,1,0
269,41,32,5,2,0,9,0.15562913907284767,0,0,0,0
2190,366,16,3,0,0,100,0.019483461712732214,0,0,1,0
3706,676,46,10,3,0,257,0.09965361044497735,0,0,0,0
165,18,13,2,0,0,16,0.0446927374301676,2,0,0,0
1112,131,4,1,0,0,79,0.052820053715308866,0,0,0,0
1299,198,99,18,0,1,99,0.11436740528949249,2,0,0,0
13918,2210,65,12,0,1,692,0.04354977116704806,2,0,0,0
322,39,22,3,0,0,45,0.04927536231884058,1,0,0,0
1212,107,62,4,1,0,336,0.022745098039215685,2,0,0,0
873,134,17,4,0,0,41,0.10101010101010101,0,0,0,0
788,134,51,9,1,1,57,0.030952380952380953,2,0,0,0
761,127,20,3,0,2,33,0.049872122762148335,0,0,0,0
3128,480,46,8,10,3,274,0.15275590551181104,5,0,0,0
2753,365,56,9,1,0,603,0.2772241992882562,0,0,0,0
1507,219,44,6,1,1,180,0.025128865979381444,2,0,0,0
477,67,51,9,0,0,54,0.05860113421550094,1,0,0,0
752,126,36,5,1,2,49,0.053231939163498096,0,0,0,0
1745,334,51,9,0,2,91,0.021702838063439065,0,0,0,0
1314,175,59,10,0,0,93,0.07569141193595343,4,0,0,0
1366,225,22,2,0,1,162,0.0367170626349892,1,0,0,0
2861,377,21,5,0,1,203,0.030176899063475548,5,0,1,0
940,128,46,5,0,0,113,0.02634245187436677,3,0,0,0
1060,161,39,5,3,0,184,0.05272727272727273,2,0,0,0
3299,360,33,5,0,9,742,0.021602160216021602,11,0,0,0
1411,177,17,4,0,0,185,0.0979706088173548,3,0,0,0
1374,140,67,4,1,2,301,0.054785020804438284,2,0,0,0
319,52,39,6,0,0,13,0.09749303621169916,0,0,0,0
670,111,47,5,0,0,18,0.013927576601671309,0,0,0,0
1158,157,33,5,4,3,205,0.041107382550335574,5,0,0,0
2215,334,30,3,0,0,186,0.057435440783615316,1,0,0,0
348,48,37,4,0,0,15,0.08549222797927461,0,0,0,0
699,121,26,4,0,1,68,0.06060606060606061,0,0,0,0
1366,210,23,4,0,1,121,0.04244604316546763,3,0,0,0
3657,627,24,6,1,0,114,0.04182509505703422,4,0,0,0
1529,241,37,6,2,8,74,0.02871729419272495,2,0,0,0
1158,189,22,2,0,0,64,0.03217612193056731,1,0,0,0
123,18,19,2,0,0,5,0.16083916083916083,0,0,0,0
1748,187,14,2,7,2,147,0.057855927396483264,2,0,0,0
12112,1787,71,9,2,0,413,0.047439264609323704,2,0,0,0
2011,298,21,4,1,3,481,0.03344810624692573,6,0,0,0
9578,983,69,11,112,2,1896,0.04809286898839138,107,0,0,0
505,89,26,4,1,3,22,0.11090225563909774,0,0,0,0
1656,230,32,4,5,0,317,0.07104795737122557,2,0,1,0
460,78,46,5,1,0,29,0.05325443786982249,0,0,0,0
662,128,40,7,0,4,15,0.031294452347083924,0,0,0,0
906,38,51,7,0,0,17,0.31837160751565763,1,0,0,0
1392,212,55,11,6,0,114,0.07458563535911603,1,1,1,0
2131,328,48,7,1,2,67,0.053669724770642205,0,0,0,0
178,20,11,2,0,0,22,0.1631578947368421,1,0,1,0
1031,165,52,9,0,1,67,0.06457564575645756,1,0,0,0
3675,637,56,10,1,3,171,0.030278670953912113,0,0,0,0
192,22,47,6,0,0,13,0.05,1,0,0,0
2040,331,37,5,0,1,168,0.06689124157844081,2,0,0,0
654,114,32,6,0,0,37,0.018922852983988356,0,0,0,0
148,13,29,4,0,0,23,0.05056179775280899,1,0,0,0
2400,315,29,3,7,0,669,0.03827160493827161,8,0,0,0
2127,357,16,3,2,0,271,0.03591417910447761,2,0,0,0
1035,141,48,9,3,0,185,0.02214022140221402,2,0,0,0
710,119,26,3,0,1,87,0.013568521031207599,1,0,0,0
885,128,18,3,0,4,74,0.06858407079646017,2,0,0,0
844,149,26,4,0,0,50,0.04477611940298507,1,0,0,0
1054,170,23,5,0,3,36,0.08163265306122448,0,0,0,0
7108,769,65,3,54,1,1309,0.03192082520211876,1,0,1,0
20,3,59,9,0,0,4,0.0375,0,0,0,0
471,83,31,4,0,1,22,0.0437375745526839,0,0,0,0
5387,657,37,5,0,3,822,0.039262672811059905,3,0,1,0
671,64,55,8,0,0,102,0.07840440165061899,2,0,0,0
1057,169,49,7,0,0,68,0.06955736224028906,0,0,0,0
556,97,51,9,0,1,22,0.047697368421052634,0,0,0,0
596,107,31,5,0,0,36,0.02388535031847134,0,0,0,0
3623,524,34,4,0,1,105,0.03389830508474576,0,0,0,0
570,95,30,3,2,1,44,0.021630615640599003,1,0,0,0
940,147,34,4,1,0,22,0.07384615384615385,0,0,0,0
1974,352,51,9,0,0,121,0.03504442250740375,1,0,0,0
460,55,41,6,0,0,44,0.035856573705179286,3,0,0,0
528,87,33,5,0,0,15,0.10142348754448399,0,0,0,0
392,31,47,7,1,0,185,0.04090909090909091,0,0,0,0
1523,256,40,6,2,3,98,0.0319693094629156,1,0,0,0
557,80,18,3,0,3,49,0.078125,1,0,0,0
734,116,34,6,1,0,24,0.010403120936280884,0,0,0,0
11038,1252,36,6,4,46,1272,0.10194130925507901,37,0,1,0
6091,417,38,7,2,0,318,0.3862969004893964,1,0,0,0
11810,996,58,9,135,5,2421,0.033111466846406604,135,0,0,0
2624,419,43,5,1,0,135,0.07533733133433283,2,0,0,0
1696,240,45,6,1,4,144,0.04994259471871412,6,0,0,0
1907,313,16,4,1,2,244,0.04573804573804574,2,0,0,0
204,34,31,6,0,0,5,0.09322033898305085,0,0,0,0
677,94,59,10,0,0,28,0.027137042062415198,1,0,0,0
377,51,18,3,0,2,69,0.027777777777777776,1,0,0,0
693,80,73,2,0,0,97,0.05215123859191656,5,0,0,0
216,18,41,7,0,0,41,0.06976744186046512,2,0,0,0
3248,550,48,5,0,4,293,0.022444646648468305,0,0,0,0
2192,292,12,3,3,2,320,0.058503401360544216,2,0,0,0
1051,189,22,4,0,2,50,0.03910614525139665,0,0,0,0
1762,226,55,7,4,0,236,0.06820682068206821,0,0,0,0
798,69,62,13,5,2,114,0.10336817653890824,6,0,0,0
3971,715,56,12,1,2,537,0.04568023833167825,2,0,1,0
755,58,76,10,0,0,180,0.109375,1,0,0,0
540,78,40,7,0,0,10,0.04819277108433735,0,0,0,0
768,119,38,7,5,1,49,0.28004956629491945,4,0,0,0
202,36,11,1,0,0,4,0.0,0,0,0,0
277,44,42,8,0,0,12,0.075,0,0,0,0
836,114,14,2,0,0,18,0.13160987074030553,0,0,0,0
906,123,29,3,0,0,66,0.08440170940170941,0,0,1,0
735,98,56,11,7,0,83,0.06944444444444445,3,1,0,0
1031,122,27,3,1,0,76,0.031161473087818695,4,0,0,0
564,111,71,12,0,0,35,0.05817610062893082,0,0,0,0
8540,1117,60,11,8,2,2007,0.08905941169631439,4,0,0,0
403,63,32,6,0,2,30,0.045871559633027525,1,0,0,0
1366,213,23,3,2,0,66,0.03669064748201439,0,0,0,0
2323,384,15,2,0,3,132,0.03292005130397606,3,0,0,0
2633,404,26,5,0,3,177,0.07330827067669173,1,0,0,0
826,124,16,3,1,0,29,0.09252669039145907,0,0,0,0
307,56,13,3,0,1,5,0.06542056074766354,0,0,0,0
2895,437,48,8,4,1,236,0.0390625,5,0,0,0
360,56,22,3,0,0,14,0.10704960835509138,0,0,0,0
602,102,26,5,0,0,80,0.04133545310015898,2,0,0,0
1269,194,63,7,0,0,36,0.024756189047261814,0,0,0,0
1100,171,24,4,3,0,43,0.043555555555555556,0,0,0,0
2309,213,71,9,0,1,566,0.15707685846283073,1,0,0,0
669,70,29,3,1,0,240,0.03862660944206009,2,0,0,0
1164,173,38,5,2,0,84,0.058187863674147966,0,0,1,0
2139,339,21,4,9,2,162,0.06247107820453494,2,0,0,0
17713,3019,34,5,29,8,1079,0.042201938246562994,2,0,0,0
170,17,29,5,0,0,24,0.06,1,0,0,0
120,22,9,2,0,0,3,0.09230769230769231,0,0,0,0
3317,373,67,9,5,5,201,0.07208271787296898,7,0,0,0
1750,250,85,12,0,0,60,0.06263616557734204,1,0,0,0
614,96,63,9,0,0,23,0.048672566371681415,0,0,0,0
2039,305,8,2,0,0,189,0.052734375,1,0,0,0
1159,174,24,3,0,0,24,0.032939189189189186,0,0,0,0
1259,196,27,4,0,0,18,0.018648018648018648,0,0,0,0
85,13,9,2,0,0,4,0.08421052631578947,0,0,0,0
214,33,50,8,0,0,10,0.045283018867924525,0,0,0,0
626,103,34,6,0,0,37,0.05446293494704992,1,0,0,0
3257,237,18,3,61,1,898,0.0644078144078144,54,0,0,0
270,44,62,10,0,2,34,0.057057057057057055,1,0,0,0
873,92,43,7,0,1,253,0.05016357688113413,3,0,0,0
210,36,37,5,0,0,5,0.03225806451612903,0,0,0,0
793,117,11,2,0,0,123,0.018633540372670808,1,0,0,0
977,151,53,7,6,0,140,0.12997090203685743,1,0,0,0
326,47,56,6,0,0,16,0.020887728459530026,0,0,0,0
650,76,14,3,0,0,101,0.019548872180451128,2,0,0,0
539,101,18,3,1,0,23,0.05734767025089606,0,0,0,0
601,60,34,3,0,1,135,0.025157232704402517,2,0,0,0
706,103,29,8,0,2,98,0.07880434782608696,2,0,0,0
517,73,38,5,0,1,90,0.03237410071942446,1,0,0,0
7236,1200,60,8,6,9,1447,0.03535699602576401,5,0,0,0
1711,262,67,3,1,4,46,0.05902192242833052,0,0,0,0
327,51,37,4,0,0,12,0.03287671232876712,0,0,0,0
322,54,20,4,7,0,24,0.5422740524781341,0,0,0,0
164,8,20,3,0,0,36,0.08108108108108109,2,0,0,0
1063,149,34,7,0,0,49,0.0610200364298725,2,0,0,0
2596,417,12,1,0,0,75,0.054426983518589496,1,0,0,0
852,128,5,1,6,1,98,0.06526806526806526,0,0,0,0
2690,374,38,7,2,0,404,0.09893733968486625,4,0,0,0
1286,178,392,7,0,28,64,0.16974389517569982,0,0,0,0
644,55,46,8,2,0,144,0.05065123010130246,2,0,0,0
276,46,10,2,0,0,12,0.041811846689895474,0,0,1,0
192,32,25,4,0,0,6,0.07339449541284404,0,0,0,0
246,43,56,8,5,0,24,0.1188118811881188,0,0,1,0
916,118,54,5,6,3,72,0.13079299691040164,2,0,0,0
283,60,18,2,0,1,7,0.06622516556291391,0,0,0,0
3447,558,36,7,0,1,426,0.021526980482204364,2,0,1,0
1087,155,30,5,0,0,59,0.061717352415026835,3,0,0,0
1280,232,29,6,0,1,68,0.035114503816793895,0,0,0,0
234,25,66,1,0,4,69,0.17275747508305647,1,0,0,0
629,109,24,4,0,0,21,0.05504587155963303,0,0,0,0
664,77,47,6,9,1,196,0.10674157303370786,2,1,0,0
4123,515,3,1,0,0,293,0.065907438817543,2,0,0,0
204,24,33,6,0,0,23,0.0546218487394958,1,0,0,0
2755,419,60,9,1,3,447,0.01953125,4,0,1,0
3531,425,43,10,0,0,195,0.06013986013986014,0,0,0,0
365,68,16,2,0,0,11,0.049738219895287955,0,0,0,0
297,51,22,3,0,2,27,0.05625,0,0,0,0
1138,182,8,2,0,1,61,0.03574542284219703,1,0,0,0
1423,220,19,4,0,1,115,0.028413028413028413,0,0,0,0
3848,644,46,7,0,0,115,0.03080872913992298,2,0,0,0
407,46,26,5,1,0,53,0.04608294930875576,4,0,0,0
728,111,65,9,0,0,27,0.022670025188916875,0,0,0,0
312,44,34,4,0,0,10,0.05187319884726225,0,0,0,0
2317,381,54,8,2,2,148,0.023608768971332208,2,0,0,0
409,56,34,5,4,0,89,0.038288288288288286,1,0,0,0
3192,560,35,2,11,11,371,0.05855018587360595,4,0,0,0
711,116,26,4,0,1,24,0.032520325203252036,0,0,0,0
104,5,65,11,0,0,23,0.03529411764705882,1,0,0,0
42,7,4,1,0,1,1,0.10638297872340426,0,0,0,0
988,172,26,6,0,2,53,0.06305418719211822,0,0,0,0
454,74,55,9,5,0,26,0.0392156862745098,1,0,0,0
1186,205,22,1,0,0,44,0.018196856906534328,1,0,0,0
1447,198,55,11,0,0,167,0.1317365269461078,1,0,0,0
1047,183,34,6,0,1,78,0.036968576709796676,1,0,0,0
480,84,31,4,1,0,15,0.033203125,0,0,0,0
1747,266,36,6,1,3,181,0.043721973094170405,2,0,0,0
899,128,42,7,0,0,90,0.09129511677282377,1,0,0,0
3509,521,12,2,8,5,494,0.10732538330494037,0,0,0,0
1439,209,72,7,0,0,101,0.03439153439153439,0,0,1,0
843,140,54,6,0,0,18,0.061247216035634745,0,0,0,0
2332,194,47,5,0,0,37,0.013025210084033614,0,0,0,0
234,29,44,9,0,0,23,0.05017921146953405,1,0,0,0
1289,260,28,5,0,3,86,0.028831562974203338,0,0,0,0
3100,506,11,2,3,2,288,0.04691516709511568,3,0,0,0
1087,175,60,8,0,0,55,0.024390243902439025,1,0,0,0
777,120,18,3,0,0,16,0.05150753768844221,0,0,0,0
607,76,35,5,0,2,108,0.029548989113530325,2,0,0,0
1906,270,61,9,2,1,182,0.041158536585365856,2,0,0,0
1548,182,22,4,0,0,117,0.08211330362826226,0,0,0,0
787,120,26,3,0,1,13,0.025798525798525797,0,0,0,0
1171,212,22,4,0,4,49,0.03685092127303183,1,0,0,0
329,49,22,4,0,0,25,0.0625,1,0,0,0
1674,290,38,6,0,2,91,0.022183304144775248,2,0,0,0
13151,1372,64,11,0,1,902,0.05304176755447942,2,0,0,0
1388,203,36,5,0,2,236,0.04842105263157895,3,0,0,0
850,152,25,5,0,1,63,0.05251141552511415,0,0,0,0
1528,227,32,6,0,1,186,0.03074951953875721,3,0,0,0
2594,310,34,7,5,6,492,0.06542411563332065,5,0,0,0
214,34,13,3,0,0,25,0.039473684210526314,1,0,0,0
1970,266,49,7,0,1,243,0.07623762376237624,3,0,0,0
953,180,34,6,1,0,58,0.01720647773279352,0,0,0,0
2551,426,55,10,1,2,150,0.028001534330648253,3,0,0,0
2494,272,64,9,0,1,505,0.06799531066822978,4,0,0,0
502,58,22,4,2,1,105,0.03619047619047619,0,0,0,0
236,43,0,0,0,0,4,0.016877637130801686,0,0,0,0
438,58,28,6,0,2,94,0.02569593147751606,2,0,0,0
165,28,16,3,0,1,20,0.0989010989010989,0,0,0,0
1114,181,38,7,2,1,83,0.024284475281873375,2,0,0,0
2839,312,29,6,2,2,227,0.05785988149180899,2,0,0,0
682,112,58,8,0,0,60,0.04993252361673414,1,0,0,0
293,44,39,7,0,1,23,0.08708708708708708,1,0,0,0
2048,173,82,2,0,10,52,0.028625058657907085,0,0,0,0
2952,502,65,11,10,3,168,0.025513585155732273,0,0,0,0
2046,257,41,7,0,1,38,0.06800766283524905,0,0,0,0
8169,1278,55,8,0,2,288,0.026990881458966564,2,0,0,0
2470,340,50,11,2,1,303,0.019040063466878223,7,0,0,0
559,83,79,1,0,5,29,0.0297339593114241,0,0,0,0
590,95,27,5,0,0,74,0.025889967637540454,1,0,0,0
579,60,19,4,0,0,99,0.04674457429048414,3,0,0,0
1781,39,38,3,0,0,76,0.3148351648351648,0,0,0,0
1222,194,33,5,0,1,43,0.04617834394904458,0,0,0,0
313,44,27,3,0,0,8,0.06158357771260997,0,0,0,0
1030,157,19,3,0,1,84,0.03333333333333333,4,0,0,0
617,109,23,3,0,1,29,0.0218408736349454,0,0,0,0
489,76,46,5,0,0,29,0.08955223880597014,0,0,0,0
529,94,61,9,0,0,32,0.049069373942470386,0,0,0,0
20943,2626,29,6,0,35,2292,0.04872931864778525,52,0,0,0
816,130,33,7,0,0,75,0.041176470588235294,1,0,0,0
1437,229,21,2,0,3,84,0.017135023989033583,2,0,0,0
871,112,38,4,4,0,169,0.031868131868131866,3,0,1,0
842,123,44,1,0,4,34,0.018038331454340473,1,0,0,0
1476,245,46,8,0,4,157,0.036769533814839134,2,0,0,0
1671,229,24,4,0,1,198,0.08844339622641509,3,0,0,0
